2021-10-07 01:41:52+00:00,create,2001:43f8:df1::/48,3970,48
2021-10-07 03:27:45+00:00,create,102.218.97.0/24,3970,24
2021-10-07 13:36:01+00:00,delete,2001:43f8:df1::/48,3970,0
2021-10-07 15:39:36+00:00,delete,102.218.97.0/24,3970,0
2021-10-08 00:41:53+00:00,create,2001:43f8:df1::/48,3970,48
2021-10-08 04:04:36+00:00,create,102.218.97.0/24,3970,24
2021-10-08 17:14:51+00:00,delete,102.218.97.0/24,3970,0
2021-10-08 17:46:19+00:00,delete,2001:43f8:df1::/48,3970,0
2021-10-09 01:51:53+00:00,create,102.218.97.0/24,3970,24
2021-10-09 02:41:29+00:00,create,2001:43f8:df1::/48,3970,48
2021-10-09 14:52:33+00:00,delete,2001:43f8:df1::/48,3970,0
2021-10-09 16:02:44+00:00,delete,102.218.97.0/24,3970,0
2021-10-10 00:27:49+00:00,create,2001:43f8:df1::/48,3970,48
2021-10-10 00:55:37+00:00,create,102.218.97.0/24,3970,24
2021-10-10 14:26:49+00:00,delete,102.218.97.0/24,3970,0
2021-10-10 17:39:10+00:00,delete,2001:43f8:df1::/48,3970,0
2021-10-11 00:52:33+00:00,create,2001:43f8:df1::/48,3970,48
2021-10-11 02:17:59+00:00,create,102.218.97.0/24,3970,24
2021-10-11 17:25:53+00:00,delete,2001:43f8:df1::/48,3970,0
2021-10-11 17:43:33+00:00,delete,102.218.97.0/24,3970,0
2021-10-12 01:03:10+00:00,create,102.218.97.0/24,3970,24
2021-10-12 03:30:34+00:00,create,2001:43f8:df1::/48,3970,48
2021-10-12 13:17:56+00:00,delete,102.218.97.0/24,3970,0
2021-10-12 15:04:59+00:00,delete,2001:43f8:df1::/48,3970,0
2021-10-13 01:14:16+00:00,create,102.218.97.0/24,3970,24
2021-10-13 03:51:48+00:00,create,2001:43f8:df1::/48,3970,48
2021-10-13 12:01:26+00:00,delete,102.218.97.0/24,3970,0
2021-10-13 16:51:52+00:00,delete,2001:43f8:df1::/48,3970,0
2021-10-14 03:17:56+00:00,create,102.218.97.0/24,3970,24
2021-10-14 05:39:43+00:00,create,2001:43f8:df1::/48,3970,48
2021-10-14 15:14:02+00:00,delete,2001:43f8:df1::/48,3970,0
2021-10-14 15:25:47+00:00,delete,102.218.97.0/24,3970,0
2021-10-15 01:17:56+00:00,create,2001:43f8:df1::/48,3970,48
2021-10-15 04:17:06+00:00,create,102.218.97.0/24,3970,24
2021-10-15 12:06:51+00:00,delete,2001:43f8:df1::/48,3970,0
2021-10-15 17:34:29+00:00,delete,102.218.97.0/24,3970,0
2021-10-16 01:05:28+00:00,create,2001:43f8:df1::/48,3970,48
2021-10-16 05:47:03+00:00,create,102.218.97.0/24,3970,24
2021-10-16 15:53:44+00:00,delete,102.218.97.0/24,3970,0
2021-10-16 16:12:18+00:00,delete,2001:43f8:df1::/48,3970,0
2021-10-17 03:27:04+00:00,create,102.218.97.0/24,3970,24
2021-10-17 05:33:17+00:00,create,2001:43f8:df1::/48,3970,48
2021-10-17 15:18:00+00:00,delete,102.218.97.0/24,3970,0
2021-10-17 17:58:20+00:00,delete,2001:43f8:df1::/48,3970,0
2021-10-18 00:04:43+00:00,create,2001:43f8:df1::/48,3970,48
2021-10-18 03:35:44+00:00,create,102.218.97.0/24,3970,24
2021-10-18 13:59:23+00:00,delete,2001:43f8:df1::/48,3970,0
2021-10-18 17:32:57+00:00,delete,102.218.97.0/24,3970,0
2021-10-19 01:01:22+00:00,create,102.218.97.0/24,3970,24
2021-10-19 04:15:02+00:00,create,2001:43f8:df1::/48,3970,48
2021-10-19 16:38:29+00:00,delete,2001:43f8:df1::/48,3970,0
2021-10-19 17:11:29+00:00,delete,102.218.97.0/24,3970,0
2021-10-20 00:42:31+00:00,create,102.218.97.0/24,3970,24
2021-10-20 05:21:57+00:00,create,2001:43f8:df1::/48,3970,48
2021-10-20 13:18:39+00:00,delete,2001:43f8:df1::/48,3970,0
2021-10-20 13:37:12+00:00,delete,102.218.97.0/24,3970,0
2021-10-21 04:30:06+00:00,create,2001:43f8:df1::/48,3970,48
2021-10-21 14:14:22+00:00,delete,2001:43f8:df1::/48,3970,0
2021-10-22 02:02:21+00:00,create,102.218.97.0/24,3970,24
